"distance:vector SingleCell_Standalone.ue[0].cellularNic.nrChannelModel[0] ($packetLen=1000B, #0 - Multiple-UEs-0-20240120-23:12:54-148370)",,"throughput:vector SingleCell_Standalone.ue[0].app[0] ($packetLen=1000B, #0 - Multiple-UEs-0-20240120-23:12:54-148370)",
17.562,333.3025266419499525,,
17.58,333.5680827514299827,,
17.581,333.5680827514299827,,
17.6,333.9829524519799392,,
17.601,333.9829524519799392,,
17.62,334.08253755636997,,
17.621,334.08253755636997,,
17.64,334.6136686822100037,,
17.642,334.6136686822100037,,
17.66,334.9788151573699217,,
17.662,334.9788151573699217,,
17.68,334.9788151573699217,,
17.681,335.3273732037799832,,
17.7,335.6427379575400195,,
17.701,335.6427379575400195,,
17.72,335.8751343918600002,,
17.722,336.007900354679918,,
17.74,336.007900354679918,,
17.741,336.323270642329929,,
17.76,336.323270642329929,,
17.761,336.323270642329929,,
17.78,336.6553075627299437,,
17.781,336.6553075627299437,,
17.8,337.3025946190299452,,
17.801,337.3025946190299452,,
17.82,337.3025946190299452,,
17.821,337.6511734600799162,,
17.84,337.6511734600799162,,
17.841,337.6511734600799162,,
17.86,337.9831769367099232,,
17.862,338.3151416762199217,,
17.88,338.5309983549100242,,
17.882,338.5309983549100242,,
17.9,338.9625213911099295,,
17.902,338.9791210094099362,,
17.92,339.1949520129099925,,
17.922,339.1949520129099925,,
17.94,339.3775139183600217,,
17.942,339.6265115006499392,,
17.96,339.6265115006499392,,
17.962,339.6265115006499392,,
17.98,340.0083107936100065,,
17.981,340.0083107936100065,,
18,340.6225172488100262,,
18.002,340.6225172488100262,,
18.02,340.8549428882399745,,
18.022,340.8549428882399745,,
18.04,341.1537303494400232,,
18.042,341.1537303494400232,,
18.06,341.352937052819924,,
18.062,341.352937052819924,,
18.08,341.70155112652992,,
18.082,341.70155112652992,,
18.1,342.2825811869599865,,
18.101,342.2825811869599865,,
18.12,342.598036290459957,,
18.121,342.598036290459957,,
18.14,342.9300898112700207,,
18.141,342.9300898112700207,,
18.16,343.245449076320027,,
18.161,343.245449076320027,,
18.18,343.5276732246500145,,
18.181,343.5276732246500145,,
18.2,343.942712219789995,,
18.201,343.942712219789995,,
18.206,343.942712219789995,,
18.22,344.175201313949968,,
18.221,344.175201313949968,,
18.24,344.4241626308399855,,
18.242,344.4241626308399855,,
18.26,344.7395986629500145,,
18.262,344.7395986629500145,,
18.28,345.0716391524499602,,
18.281,345.0716391524499602,,
18.3,345.6029093803999777,,
18.302,345.6029093803999777,,
18.32,345.7689326968200012,,
18.322,345.7689326968200012,,
18.34,346.2338222087299742,,
18.341,346.2338222087299742,,
18.36,346.5658598482999637,,
18.361,346.5658598482999637,,
18.38,346.864702864499917,,
18.381,346.864702864499917,,
18.4,347.263171720369995,,
18.401,347.263171720369995,,
18.42,347.578635046029943,,
18.421,347.578635046029943,,
18.44,347.8941387061199737,,
18.441,347.8941387061199737,,
18.46,348.2427774632599257,,
18.462,348.2427774632599257,,
18.48,348.5250141175599752,,
18.481,348.6080313560499905,,
18.5,348.9234983092799195,,
18.501,348.9234983092799195,,
18.52,349.1891564645699175,,
18.521,349.1891564645699175,,
18.54,349.5545045276099915,,
18.541,349.5545045276099915,,
18.56,349.8034971383099207,,
18.561,349.8034971383099207,,
18.58,350.118972723089995,,
18.581,350.118972723089995,,
18.6,350.5838882342999327,,
18.602,350.5838882342999327,,
18.62,350.8163478268299955,,
18.621,350.8163478268299955,,
18.64,351.1484846513000077,,
18.642,351.1484846513000077,,
18.66,351.2978751511000142,,
18.661,351.2978751511000142,,
18.68,351.829287165249979,,
18.681,351.829287165249979,,
18.7,352.2443405997800015,,
18.701,352.2443405997800015,,
18.72,352.4768296328999195,,
18.721,352.4768296328999195,,
18.74,352.6262533832999662,,
18.741,352.6262533832999662,,
18.76,352.9252093772799967,,
18.761,352.9252093772799967,,
18.78,353.356878178689952,,
18.781,353.356878178689952,,
18.8,353.9048545268399252,,
18.801,353.9048545268399252,,
18.82,354.0044873012100187,,
18.821,354.2535701919099425,,
18.84,354.5525210358099442,,
18.841,354.5525210358099442,,
18.86,354.8181631142099365,,
18.861,354.8181631142099365,,
18.88,355.1668857525199865,,
18.882,355.1668857525199865,,
18.9,355.5654291530099717,,
18.901,355.5654291530099717,,
18.92,355.8643734872599657,,
18.921,355.8643734872599657,,
18.94,356.1964632496599267,,
18.941,356.1964632496599267,,
18.96,356.511983524609944,,
18.961,356.511983524609944,,
18.98,356.8773254678100087,,
18.981,356.8773254678100087,,
19,357.2260636317799925,,
19.002,357.2260636317799925,,
19.02,357.475214325709997,,
19.021,357.475214325709997,,
19.04,357.790758311719968,,
19.041,357.790758311719968,,
19.06,357.956761549109955,,
19.061,357.956761549109955,,
19.08,358.3055077447399967,,
19.081,358.3055077447399967,,
19.1,358.8867571323099795,,
19.101,358.8867571323099795,,
19.12,358.8867571323099795,,
19.121,358.8867571323099795,,
19.14,359.4514716954099627,,
19.142,359.4514716954099627,,
19.16,359.8665936508999705,,
19.161,359.8998088012299365,,
19.18,360.198766965169965,,
19.182,360.198766965169965,,
19.2,360.5475088390500087,,
19.201,360.5475088390500087,,
19.22,360.597332281129978,,
19.221,360.597332281129978,,
19.24,360.9460978204799617,,
19.241,360.9460978204799617,,
19.246,361.2782578229099482,,
19.26,361.2782578229099482,,
19.261,361.560595619649915,,
19.28,361.8761515743699405,,
19.281,361.8761515743699405,,
19.3,362.2083179513399477,,
19.302,362.2249471034499477,,
19.32,362.2249471034499477,,
19.321,362.2249471034499477,,
19.34,362.6401376262399462,,
19.341,362.6401376262399462,,
19.36,363.1052129900199352,,
19.362,363.1052129900199352,,
19.38,363.370918064739952,,
19.382,363.370918064739952,,
19.4,363.8691836831300157,,
19.401,363.8691836831300157,,
19.42,363.9522284420800117,,
19.421,363.9522284420800117,,
19.44,364.500377764589983,,
19.441,364.500377764589983,,
19.46,364.8325114459299802,,
19.461,364.8325114459299802,,
19.48,364.948776404849922,,
19.481,364.948776404849922,,
19.5,365.5301052626499525,,
19.501,365.5301052626499525,,
19.52,365.6131527939800195,,
19.521,365.6131527939800195,,
19.54,365.9121250456399805,,
19.541,365.9121250456399805,,
19.56,366.4768552609799587,,
19.561,366.4768552609799587,,
19.58,366.7758830619699195,,
19.581,366.7758830619699195,,
19.6,367.1910819320399905,,
19.602,367.2243020222099382,,
19.606,367.2243020222099382,,
19.62,367.4402835594499927,,
19.621,367.4402835594499927,,
19.64,367.8554878577899657,,
19.641,367.8554878577899657,,
19.66,368.171089897290015,,
19.661,368.171089897290015,,
19.68,368.4534605864599805,,
19.681,368.4534605864599805,,
19.7,368.8521129470599345,,
19.701,368.8521129470599345,,
19.72,369.1013377271399337,,
19.722,369.2175469907199377,,
19.74,369.2175469907199377,,
19.741,369.5331512016599607,,
19.76,369.8487573373899962,,
19.761,369.8487573373899962,,
19.78,370.014866601310017,,
19.781,370.014866601310017,,
19.8,370.5131975768299515,,
19.802,370.5131975768299515,,
19.82,370.596253202769957,,
19.821,370.596253202769957,,
19.84,371.177646279629924,,
19.841,371.177646279629924,,
19.86,371.177646279629924,,
19.861,371.177646279629924,,
19.88,371.8255422961099142,,
19.881,371.8255422961099142,,
19.888,371.958384258659975,,
19.9,372.1743351034599515,,
19.902,372.1743351034599515,,
19.92,372.3404517381899255,,
19.922,372.5397923878099377,,
19.94,372.6394629936900157,,
19.942,372.6394629936900157,,
19.96,373.0381472875599217,,
19.962,373.0381472875599217,,
19.98,373.4036458767300232,,
19.982,373.4036458767300232,,
20,373.8355248218099392,,
20.002,373.8355248218099392,,
20.02,374.101319973680005,,
20.022,374.101319973680005,,
20.04,374.3338918108199765,,
20.042,374.5166275310799607,,
20.05,374.5166275310799607,,
20.06,374.7658136027299617,,
20.062,374.7658136027299617,,
20.08,375.1313231217599177,,
20.082,375.1313231217599177,,
20.086,375.1313231217599177,,
20.1,375.4967660391899912,,
20.102,375.4967660391899912,,
20.12,375.74595662136994,,
20.122,375.74595662136994,,
20.128,375.9453099088199207,,
20.14,375.9453099088199207,,
20.142,375.9453099088199207,,
20.16,376.3939070694199232,,
20.162,376.3939070694199232,,
20.164,376.3939070694199232,,
20.166,376.3939070694199232,,
20.18,376.6264391355299477,,
20.182,376.6264391355299477,,
20.186,376.9254741558800095,,
20.2,377.1580580750999145,,
20.202,377.174692029590004,,
20.208,377.174692029590004,,
20.22,377.490322521469919,,
20.222,377.490322521469919,,
20.24,377.8059817921799757,,
20.242,377.839251944169972,,
20.246,377.839251944169972,,
20.26,377.839251944169972,,
20.262,378.188084364709992,,
20.28,378.188084364709992,,
20.282,378.5037414172700192,,
20.286,378.5037414172700192,,
20.3,378.8194002609599227,,
20.302,378.8194002609599227,,
20.32,379.1184824968399865,,
20.322,379.1184824968399865,,
20.34,379.4174955977199475,,
20.342,379.5006153331499937,,
20.36,379.7331596011199492,,
20.362,379.7331596011199492,,
20.38,380.1152877507499837,,
20.382,380.1152877507499837,,
20.4,380.4807919398399455,,
20.402,380.4807919398399455,,
20.404,380.4807919398399455,,
20.42,380.7133906875499165,,
20.422,380.7133906875499165,,
20.44,381.078904935469949,,
20.442,381.078904935469949,,
20.46,381.4610855873099795,,
20.462,381.4610855873099795,,
20.48,381.7268677900499357,,
20.482,381.826555036999933,,
20.5,382.1422324662199787,,
20.502,382.1588471160099502,,
20.52,382.457911635900017,,
20.522,382.49120662524001,,
20.54,382.7902578102599577,,
20.542,382.7902578102599577,,
20.56,383.1059405392800265,,
20.562,383.1558004051399837,,
20.566,383.1558004051399837,,
20.58,383.371750312369953,,
20.582,383.504649702539949,,
20.6,383.8037212057199657,,
20.602,383.8203717047599627,,
20.62,384.13602468414001,,
20.622,384.13602468414001,,
20.64,384.4184841337900007,,
20.642,384.4184841337900007,,
20.646,384.4184841337900007,,
20.66,384.7176258414799562,,
20.662,384.8173023520699857,,
20.68,385.1329464914599595,,
20.682,385.1329464914599595,,
20.7,385.4652575349099365,,
20.702,385.4818731364499612,,
20.72,385.714557556499925,,
20.721,385.714557556499925,,
20.74,386.0468063794700115,,
20.742,386.1465010430299555,,
20.746,386.1465010430299555,,
20.76,386.379188084979999,,
20.762,386.379188084979999,,
20.78,386.6948902027399967,,
20.782,386.6948902027399967,,
20.8,387.1268408410199967,,
20.801,387.1268408410199967,,
20.82,387.3926984890699705,,
20.822,387.475779247159947,,
20.824,387.475779247159947,,
20.84,387.475779247159947,,
20.842,387.8081034349900145,,
20.86,388.1238131226199337,,
20.862,388.1238131226199337,,
20.88,388.422973551940002,,
20.882,388.472757341509917,,
20.9,388.7884705217500127,,
20.902,388.7884705217500127,,
20.906,388.7884705217500127,,
20.92,389.0044857554699987,,
20.922,389.1540352159900052,,
20.94,389.4365832177600155,,
20.942,389.4863686737999145,,
20.96,389.4863686737999145,,
20.962,389.8187039530399705,,
20.968,389.8187039530399705,,
20.98,389.9848722742499365,,
20.982,390.1510410490799345,,
20.984,390.1510410490799345,,
21,390.4501459850299607,,
21.002,390.4668134114099287,,
21.02,390.6994357606899927,,
21.022,390.6994357606899927,,
21.04,391.1148288587500002,,
21.041,391.1148288587500002,,
21.06,391.3973212610000002,,
21.062,391.3973212610000002,,
21.068,391.5136420390099365,,
21.08,391.5136420390099365,,
21.082,391.7961362712300095,,
21.1,392.1118666488299577,,
21.102,392.1118666488299577,,
21.12,392.4442161551199875,,
21.122,392.4442161551199875,,
21.14,392.7765674419799765,,
21.142,392.7932354974100225,,
21.16,392.7932354974100225,,
21.162,393.125538204579924,,
21.168,393.125538204579924,,
21.18,393.4412753393600025,,
21.182,393.4412753393600025,,
21.2,393.7736319408900255,,
21.202,393.7902498172800267,,
21.208,393.7902498172800267,,
21.22,394.0229350943599217,,
21.222,394.0229350943599217,,
21.225,394.0229350943599217,,
21.24,394.3553257470499587,,
21.242,394.3553257470499587,,
21.26,394.7707123032499782,,
21.262,394.7707123032499782,,
21.28,395.1030759284899415,,
21.282,395.1030759284899415,,
21.3,395.435441298599925,,
21.302,395.435441298599925,,
21.308,395.435441298599925,,
21.32,395.701334848029999,,
21.322,395.701334848029999,,
21.34,396.0171344977300107,,
21.342,396.1334142357999315,,
21.36,396.1334142357999315,,
21.362,396.4491871950099255,,
21.366,396.4491871950099255,,
21.38,396.4491871950099255,,
21.382,396.4491871950099255,,
21.4,397.097294168709935,,
21.402,397.097294168709935,,
21.42,397.296719411230014,,
21.422,397.296719411230014,,
21.44,397.7620473780599455,,
21.442,397.7620473780599455,,
21.46,398.0113820455300115,,
21.461,398.0113820455300115,,
21.48,398.2606167759799955,,
21.481,398.4434265164400117,,
21.5,398.759190007210007,,
21.501,398.759190007210007,,
21.514,398.8755243111900187,,
21.52,399.0750205495399982,,
21.521,399.0750205495399982,,
21.54,399.3243089741999925,,
21.542,399.3243089741999925,,
21.544,399.4904376503599207,,
21.56,399.4904376503599207,,
21.561,399.7729673393899915,,
21.58,399.9724007939299767,,
21.582,400.105422287500004,,
21.6,400.4211282790899975,,
21.601,400.4211282790899975,,
21.62,400.7036619673299345,,
21.621,400.7036619673299345,,
21.64,401.0859153510299377,,
21.641,401.0859153510299377,,
21.66,401.335212224860014,,
21.661,401.335212224860014,,
21.68,401.70084933327996,,
21.681,401.70084933327996,,
21.7,402.0831084581799345,,
21.702,402.1163484856499492,,
21.72,402.3823348239100127,,
21.722,402.3823348239100127,,
21.74,402.5484703474099867,,
21.741,402.7645323244199727,,
21.747,402.7645323244199727,,
21.76,403.0637169991099412,,
21.761,403.0637169991099412,,
21.767,403.0637169991099412,,
21.78,403.3462411030899365,,
21.781,403.3462411030899365,,
21.8,403.74513002695994,,
21.801,403.74513002695994,,
21.82,403.9611958443299482,,
21.822,404.0941597671600205,,
21.84,404.393380000689943,,
21.841,404.393380000689943,,
21.846,404.4431913055100255,,
21.86,404.7423626231699227,,
21.861,404.7423626231699227,,
21.88,405.041570637799963,,
21.881,405.0913974885900175,,
21.9,405.4071924763799175,,
21.901,405.4071924763799175,,
21.92,405.689747122219954,,
21.921,405.756230737629947,,
21.94,406.038852348189947,,
21.941,406.038852348189947,,
21.96,406.371272757759924,,
21.961,406.371272757759924,,
21.98,406.6371447131499492,,
21.981,406.6371447131499492,,
22,407.0692953056899327,,
22.001,407.0692953056899327,,
22.02,407.3851193262800037,,
22.021,407.3851193262800037,,
22.026,407.3851193262800037,,
22.04,407.7175470374900205,,
22.041,407.7175470374900205,,
22.06,408.0665761803700192,,
22.061,408.0665761803700192,,
22.08,408.3491416908999537,,
22.081,408.4156278594199405,,
22.1,408.7314380222899205,,
22.102,408.7314380222899205,,
22.108,408.7314380222899205,,
22.12,408.997384525990013,,
22.122,408.997384525990013,,
22.14,409.3963061685399217,,
22.141,409.3963061685399217,,
22.16,409.728742596199935,,
22.161,409.7453644586900037,,
22.18,410.0446233509700257,,
22.182,410.0446233509700257,,
22.2,410.3936201415199315,,
22.201,410.3936201415199315,,
22.22,410.6263942861600055,,
22.221,410.6263942861600055,,
22.24,410.9255266634199852,,
22.242,410.9255266634199852,,
22.26,411.390948127639943,,
22.261,411.390948127639943,,
22.28,411.7233938861099875,,
22.282,411.7233938861099875,,
22.288,411.8231279145099945,,
22.3,412.055841186549968,,
22.301,412.055841186549968,,
22.32,412.3716675468199342,,
22.321,412.3716675468199342,,
22.34,412.421534993559929,,
22.341,412.421534993559929,,
22.36,413.036635204009938,,
22.362,413.036635204009938,,
22.364,413.036635204009938,,
22.38,413.036635204009938,,
22.382,413.4022684451899737,,
22.384,413.4022684451899737,,
22.388,413.4022684451899737,,
22.39,413.4022684451899737,,
22.4,413.7181006882000232,,
22.402,413.7181006882000232,,
22.405,413.7181006882000232,,
22.42,414.0339696895499617,,
22.422,414.0339696895499617,,
22.424,414.0339696895499617,,
22.426,414.0339696895499617,,
22.44,414.2999213054299607,,
22.442,414.2999213054299607,,
22.444,414.2999213054299607,,
22.446,414.2999213054299607,,
22.46,414.5159987729299455,,
22.461,414.5159987729299455,,
22.48,414.9648410657099462,,
22.482,414.9648410657099462,,
22.488,415.131051156059924,,
22.492,415.131051156059924,,
22.5,415.380398184780005,,
22.502,415.397071811359977,,
22.504,415.397071811359977,,
22.505,415.4635140487899875,,
22.52,415.4635140487899875,,
22.522,415.4635140487899875,,
22.525,415.4635140487899875,,
22.54,415.8126017012299357,,
22.542,415.8126017012299357,,
22.545,415.8126017012299357,,
22.546,415.8126017012299357,,
22.56,416.1616910040199842,,
22.562,416.4110415141399232,,
22.564,416.4110415141399232,,
22.58,416.6770667778299625,,
22.582,416.7435101648799205,,
22.585,416.7435101648799205,,
22.6,417.0427332219500145,,
22.602,417.0427332219500145,,
22.604,417.109227397940002,,
22.61,417.109227397940002,,
22.62,417.2588395107500205,,
22.622,417.4084519235399267,,
22.624,417.4084519235399267,,
22.63,417.4084519235399267,,
22.64,417.607970163959975,,
22.642,417.7409250243699705,,
22.644,417.7409250243699705,,
22.66,418.0235283209499345,,
22.662,418.0235283209499345,,
22.664,418.0235283209499345,,
22.68,418.2230136419000232,,
22.682,418.2230136419000232,,
22.7,418.7051053525999562,,
22.702,418.7217500529200132,,
22.704,418.7217500529200132,,
22.72,418.7217500529200132,,
22.722,419.0542143688700192,,
22.725,419.0542143688700192,,
22.74,419.2703410418499727,,
22.742,419.2703410418499727,,
22.75,419.5030570214299802,,
22.76,419.5030570214299802,,
22.762,419.719176576229983,,
22.765,419.719176576229983,,
22.768,419.719176576229983,,
22.78,420.001846620659988,,
22.782,420.001846620659988,,
22.784,420.001846620659988,,
22.786,420.001846620659988,,
22.788,420.001846620659988,,
22.8,420.367514136650014,,
22.802,420.367514136650014,,
22.805,420.367514136650014,,
22.82,420.700000253629922,,
22.822,420.700000253629922,,
22.824,420.700000253629922,,
22.84,421.0159289436500087,,
22.842,421.0159289436500087,,
22.845,421.0159289436500087,,
22.86,421.3317933953700257,,
22.862,421.3317933953700257,,
22.864,421.3317933953700257,,
22.88,421.697467263039924,,
22.882,421.697467263039924,,
22.888,421.813839257239918,,
22.9,422.02995914095993,,
22.902,422.02995914095993,,
22.904,422.0964576884599625,,
22.92,422.345862310599954,,
22.922,422.345862310599954,,
22.924,422.345862310599954,,
22.94,422.678372884009944,,
22.942,422.678372884009944,,
22.945,422.678372884009944,,
22.948,422.678372884009944,,
22.96,423.0108840514599232,,
22.962,423.0108840514599232,,
22.964,423.0108840514599232,,
22.98,423.3433815653700082,,
22.982,423.3433815653700082,,
22.984,423.3433815653700082,,
23,423.6924399391799607,,
23.002,423.6924399391799607,,
23.004,423.6924399391799607,,
23.02,423.9917549630199562,,
23.022,423.9917549630199562,,
23.024,423.9917549630199562,,
23.04,424.3408516218800045,,
23.042,424.3408516218800045,,
23.044,424.3408516218800045,,
23.05,424.3408516218800045,,
23.06,424.5902598484000225,,
23.062,424.5902598484000225,,
23.08,424.955949026310007,,
23.081,424.955949026310007,,
23.1,425.3549561116100207,,
23.102,425.3549561116100207,,
23.104,425.3549561116100207,,
23.106,425.3549561116100207,,
23.12,425.6708381492200017,,
23.122,425.6708381492200017,,
23.124,425.6708381492200017,,
23.125,425.6708381492200017,,
23.14,426.003397385890024,,
23.142,426.003397385890024,,
23.144,426.003397385890024,,
23.15,426.003397385890024,,
23.16,426.2527941207999892,,
23.164,426.2527941207999892,,
23.165,426.4356103971299475,,
23.18,426.4356103971299475,,
23.182,426.7016703271699482,,
23.184,426.7016703271699482,,
23.185,426.7016703271699482,,
23.186,426.7016703271699482,,
23.2,427.017507245079967,,
23.202,427.017507245079967,,
23.204,427.017507245079967,,
23.205,427.017507245079967,,
23.206,427.017507245079967,,
23.22,427.150512833849915,,
23.222,427.150512833849915,,
23.224,427.150512833849915,,
23.225,427.150512833849915,,
23.24,427.4830277719199767,,
23.241,427.4830277719199767,,
23.247,427.7822923941499755,,
23.26,427.7822923941499755,,
23.262,427.7822923941499755,,
23.264,428.0815581299399337,,
23.265,428.0815581299399337,,
23.28,428.3143211372499752,,
23.282,428.3143211372499752,,
23.284,428.3143211372499752,,
23.285,428.3143211372499752,,
23.296,428.5803430226400207,,
23.3,428.6800929328300052,,
23.302,428.6800929328300052,,
23.32,429.0126141815400145,,
23.322,429.0126141815400145,,
23.324,429.0126141815400145,,
23.325,429.0126141815400145,,
23.34,429.2453860650099367,,
23.342,429.3617629595099727,,
23.344,429.3617629595099727,,
23.36,429.6610345338399367,,
23.362,429.6942931971399257,,
23.364,429.6942931971399257,,
23.366,429.6942931971399257,,
23.38,429.9436809187599217,,
23.382,429.9436809187599217,,
23.384,429.9436809187599217,,
23.398,430.2762073299099927,,
23.4,430.3427127743499327,,
23.402,430.3593745381299395,,
23.42,430.6087350920399767,,
23.422,430.6087350920399767,,
23.424,430.6087350920399767,,
23.428,430.774999478740027,,
23.44,430.9911436845799227,,
23.442,430.9911436845799227,,
23.444,430.9911436845799227,,
23.45,430.9911436845799227,,
23.46,431.3403009087900255,,
23.462,431.3403009087900255,,
23.464,431.3403009087900255,,
23.47,431.3403009087900255,,
23.48,431.6396151011899732,,
23.482,431.6396151011899732,,
23.484,431.6396151011899732,,
23.486,431.6396151011899732,,
23.5,432.0053663753300255,,
23.502,432.0053663753300255,,
23.52,432.1882603157199562,,
23.522,432.3545278842199177,,
23.528,432.3545278842199177,,
23.54,432.587368588879939,,
23.542,432.587368588879939,,
23.544,432.587368588879939,,
23.546,432.587368588879939,,
23.56,432.8200788458199195,,
23.562,433.0362283913799487,,
23.564,433.0362283913799487,,
23.565,433.0362283913799487,,
23.57,433.0362283913799487,,
23.58,433.0362283913799487,,
23.582,433.3521402726800017,,
23.584,433.3521402726800017,,
23.585,433.3521402726800017,,
23.6,433.66805334745993,,
23.602,433.66805334745993,,
23.604,433.66805334745993,,
23.605,433.66805334745993,,
23.62,433.9840331637999482,,
23.622,433.9840331637999482,,
23.624,433.9840331637999482,,
23.625,433.9840331637999482,,
23.64,434.283255908329919,,
23.642,434.283255908329919,,
23.644,434.283255908329919,,
23.645,434.283255908329919,,
23.648,434.283255908329919,,
23.66,434.5825798324699445,,
23.662,434.698935861229982,,
23.664,434.698935861229982,,
23.666,434.698935861229982,,
23.67,434.698935861229982,,
23.68,434.9649929032199207,,
23.682,434.9649929032199207,,
23.684,434.9649929032199207,,
23.685,434.9649929032199207,,
23.7,435.3307733083800017,,
23.702,435.3640280414899717,,
23.704,435.3640280414899717,,
23.706,435.3640280414899717,,
23.708,435.3640280414899717,,
23.72,435.6467593511299565,,
23.722,435.6799982989099345,,
23.724,435.6799982989099345,,
23.74,435.9626154646699645,,
23.742,436.0291254384400175,,
23.744,436.0291254384400175,,
23.745,436.0291254384400175,,
23.746,436.0291254384400175,,
23.76,436.2952314050099842,,
23.762,436.2952314050099842,,
23.764,436.3783036521099337,,
23.765,436.3783036521099337,,
23.766,436.3783036521099337,,
23.771,436.3783036521099337,,
23.772,436.3783036521099337,,
23.78,436.6444098757699507,,
23.782,436.6444098757699507,,
23.784,436.6444098757699507,,
23.785,436.6444098757699507,,
23.786,436.6444098757699507,,
23.8,436.9935258815199845,,
23.802,437.0101535706900207,,
23.804,437.060036657519957,,
23.82,437.3260802768900237,,
23.825,437.3260802768900237,,
23.826,437.3260802768900237,,
23.831,437.4591023954699255,,
23.84,437.6586359589399515,,
23.842,437.6586359589399515,,
23.844,437.6586359589399515,,
23.86,437.8914318992699452,,
23.862,438.02444869185001,,
23.864,438.0410765801899502,,
23.88,438.2738673528999687,,
23.885,438.2738673528999687,,
23.886,438.2738673528999687,,
23.9,438.6563106960400077,,
23.902,438.6895667186699925,,
23.904,438.6895667186699925,,
23.908,438.7727068310199437,,
23.92,438.9722642238399415,,
23.922,438.9722642238399415,,
23.924,438.9722642238399415,,
23.925,438.9722642238399415,,
23.94,439.2383434066999815,,
23.942,439.2383434066999815,,
23.944,439.2383434066999815,,
23.95,439.4544587516800205,,
23.96,439.6374342662800232,,
23.962,439.6374342662800232,,
23.964,439.7038815188699327,,
23.968,439.7038815188699327,,
23.98,439.9366767440799305,,
23.982,439.9366767440799305,,
23.984,439.9366767440799305,,
23.985,439.9366767440799305,,
23.986,439.9366767440799305,,
24,440.3191273866699462,,
24.002,440.3357557133199392,,
24.02,440.65169451816996,,
24.022,440.65169451816996,,
24.024,440.65169451816996,,
24.03,440.65169451816996,,
24.04,440.8512354009899342,,
24.044,441.0341482741599732,,
24.045,441.0341482741599732,,
24.06,441.2669470251599915,,
24.062,441.2669470251599915,,
24.064,441.3833466308699352,,
24.065,441.3833466308699352,,
24.07,441.3833466308699352,,
24.08,441.6162118585899617,,
24.082,441.6162118585899617,,
24.1,441.981975593629953,,
24.102,441.981975593629953,,
24.104,441.981975593629953,,
24.105,441.981975593629953,,
24.106,441.981975593629953,,
24.12,442.2480342077100187,,
24.122,442.2480342077100187,,
24.125,442.3644351018499475,,
24.131,442.3644351018499475,,
24.14,442.5473511002999187,,
24.142,442.5473511002999187,,
24.144,442.5473511002999187,,
24.16,442.8466689986499877,,
24.162,443.012957153800015,,
24.164,443.012957153800015,,
24.165,443.012957153800015,,
24.166,443.012957153800015,,
24.18,443.3122766126399462,,
24.182,443.3122766126399462,,
24.184,443.3122766126399462,,
24.185,443.3122766126399462,,
24.2,443.6448549625499692,,
24.202,443.6448549625499692,,
24.204,443.6448549625499692,,
24.206,443.7446287079899305,,
24.22,443.944176531329957,,
24.222,443.944176531329957,,
24.224,443.944176531329957,,
24.225,444.0605796328100032,,
24.231,444.0605796328100032,,
24.24,444.293407086959972,,
24.242,444.293407086959972,,
24.244,444.293407086959972,,
24.25,444.293407086959972,,
24.26,444.5095644334999162,,
24.262,444.6758556674899392,,
24.264,444.6758556674899392,,
24.265,444.6758556674899392,,
24.28,444.9419422465099377,,
24.282,444.9419422465099377,,
24.284,444.9419422465099377,,
24.285,444.9419422465099377,,
24.3,445.3077651443300037,,
24.302,445.3077651443300037,,
24.305,445.3077651443300037,,
24.311,445.3077651443300037,,
24.32,445.540575009000007,,
24.322,445.540575009000007,,
24.323,445.540575009000007,,
24.326,445.7401267961799912,,
24.332,445.7401267961799912,,
24.34,445.9563739522599217,,
24.342,445.9563739522599217,,
24.345,445.9563739522599217,,
24.346,445.9563739522599217,,
24.347,445.9563739522599217,,
24.36,446.2390081767799742,,
24.362,446.2390081767799742,,
24.365,446.2390081767799742,,
24.366,446.2390081767799742,,
24.38,446.5715972783199257,,
24.382,446.5715972783199257,,
24.385,446.5715972783199257,,
24.386,446.5715972783199257,,
24.388,446.5715972783199257,,
24.389,446.5715972783199257,,
24.4,446.9707057950599837,,
24.402,446.9707057950599837,,
24.42,447.3032975515699252,,
24.422,447.3032975515699252,,
24.424,447.3032975515699252,,
24.44,447.6026816416799632,,
24.442,447.6026816416799632,,
24.444,447.6026816416799632,,
24.46,447.918595469220007,,
24.462,447.918595469220007,,
24.465,448.0350036449399327,,
24.468,448.0350036449399327,,
24.471,448.0350036449399327,,
24.48,448.0350036449399327,,
24.482,448.3343396267699725,,
24.484,448.3343396267699725,,
24.485,448.3343396267699725,,
24.5,448.6336765759199337,,
24.502,448.6336765759199337,,
24.504,448.6336765759199337,,
24.506,448.6336765759199337,,
24.52,448.8664948705600162,,
24.522,448.8664948705600162,,
24.524,448.8664948705600162,,
24.525,448.8664948705600162,,
24.54,449.1159436904199525,,
24.542,449.3321332082099377,,
24.544,449.3321332082099377,,
24.545,449.3321332082099377,,
24.56,449.614843333779957,,
24.562,449.648103404829952,,
24.564,449.648103404829952,,
24.565,449.648103404829952,,
24.566,449.648103404829952,,
24.574,449.648103404829952,,
24.58,449.880989795889944,,
24.582,449.880989795889944,,
24.584,450.0139649670600187,,
24.585,450.0139649670600187,,
24.6,450.296677153089943,,
24.602,450.313307308219917,,
24.604,450.313307308219917,,
24.62,450.6292808150599267,,
24.622,450.6292808150599267,,
24.625,450.6292808150599267,,
